time/steps,time/epochs,time/steps_per_second,time/dataset,time/extras_step,time/processor,time/train_step,lr/actor,train/q_loss,train/v_loss,train/actor_loss,train/v,train/q,train/adv,train/replay_reward_loss,train/r_var,train/r_qv,train/reward_rp_real,train/reg1,train/reg2,time/validation,time/eval,eval/score,eval/reward,eval/length,eval/reward_std,step,eval/TimeLimit.truncated
70000,0,14.42991192419243,0.0005698204040527344,3.5762786865234375e-06,0.009304046630859375,0.05009651184082031,0.00029638751429081323,4.030199516177177,0.7884322251081467,5.809273814916611,55.670954750061036,55.57284382629395,-0.29412757014483215,1.7495318224430085,1.5188147526979447,0.7415764065235854,0.7436452745199204,1.5188147526979447,2.381146017730236,1.1205673217773438e-05,161.12123322486877,0.5997356971146153,1931.6108851490953,1000.0,22.450754802433103,70000,1.0
75000,0,13.797375689868948,0.0006074905395507812,3.0994415283203125e-06,0.012681007385253906,0.07256579399108887,0.00029585548805965165,4.174890455365181,0.8089704385399819,5.640772797465324,55.81555303192139,55.707298049926756,-0.29406358452327547,1.8052584233283997,1.6134525943994522,0.7401842565760016,0.7426548829078674,1.6134525943994522,2.4706676906347274,8.106231689453125e-06,155.31052088737488,0.5718790229405968,1840.9493248729257,1000.0,101.41775563332371,75000,1.0
80000,0,12.418264048725524,0.0007958412170410156,4.5299530029296875e-06,0.0016064643859863281,0.015616655349731445,0.0002952874741692933,3.797902595996857,0.7737482033371925,5.831333991408348,56.01354183959961,55.91534912872314,-0.2927792308554053,1.6642749873399734,1.4609146627187728,0.7410732329152524,0.7444463992118835,1.4609146627187728,2.2345038894414904,9.5367431640625e-06,148.68562150001526,0.46905586103606883,1506.3039098259183,1000.0,83.3954812370619,80000,1.0
85000,0,20.20274202722664,0.0005834102630615234,3.5762786865234375e-06,0.0162351131439209,0.054106950759887695,0.0002946836127686677,3.781805808067322,0.8048506224751473,5.653685474514961,56.21319355773926,56.105519592285155,-0.2953417235780507,1.657662226319313,1.4624913483858109,0.7409291932098567,0.7430101462602615,1.4624913483858109,2.2258308010101318,8.106231689453125e-06,166.38406014442444,0.6816106433543813,2198.078817654402,1000.0,180.95214776494086,85000,1.0
90000,0,19.496703919933093,0.0005571842193603516,3.5762786865234375e-06,0.019227981567382812,0.07204294204711914,0.0002940440528515407,3.7218363285064697,0.7966163486242295,5.648501925587654,56.25259350585937,56.14341439056396,-0.2947232499457896,1.6368106487989427,1.4610914556980132,0.7430698617622257,0.7445178556442261,1.4610914556980132,2.186584259748459,1.1682510375976562e-05,144.09084010124207,0.44875577676559153,1440.235817770057,956.4,289.0330521542791,90000,1.0
95000,0,12.547685752495303,0.0005803108215332031,3.814697265625e-06,0.001184225082397461,0.05301928520202637,0.00029336895221974827,3.897459927082062,0.8603391476273536,5.666276875376702,56.44091747283935,56.32937754821777,-0.3018522435352206,1.699456083536148,1.4932997938394545,0.740434442192316,0.7421367769241333,1.4932997938394545,2.298494923949242,9.5367431640625e-06,166.89318990707397,0.7281367664488576,2349.501449336705,1000.0,12.298869752611056,95000,1.0
100000,0,75.92715836721447,0.0006449222564697266,4.291534423828125e-06,0.000682830810546875,0.012848615646362305,0.0002926584774442709,4.166017065763474,0.8866681435704231,5.688368472337722,56.49706044006348,56.37825141906738,-0.3033897488899529,1.8022373061180115,1.6050260671377181,0.7422373188734055,0.7431511334180831,1.6050260671377181,2.463755574345589,0.00011515617370605469,17.293694257736206,0.7503466377225536,2421.785081281691,1000.0,22.989376434446935,100000,1.0
105000,0,74.27378115182104,0.0005996227264404297,5.0067901611328125e-06,0.0005440711975097656,0.011413097381591797,0.0002919128038241316,3.711182507276535,0.7905527482032776,5.345012831389904,56.55134276580811,56.442368629455565,-0.29747723960317674,1.630447642326355,1.4335859146118164,0.7418370717018843,0.7439074473381042,1.4335859146118164,2.1810662041902544,5.5789947509765625e-05,15.64192533493042,0.7533097253597468,2431.428664242988,1000.0,493.7196602644969,105000,1.0
110000,0,63.283134263408286,0.0010673999786376953,5.245208740234375e-06,0.0011453628540039062,0.014257669448852539,0.00029113211534313526,4.1075099213123325,0.8885684962272644,5.607948596358299,56.66118344116211,56.544897262573244,-0.30045794204063714,1.7816662199497222,1.5722105151414871,0.7451220448426902,0.7427978698015213,1.5722105151414871,2.428176207065582,1.52587890625e-05,22.193507194519043,0.6341594029059234,2043.645324652955,842.0,807.3831810727322,110000,1.0
115000,0,57.72262093450747,0.0012066364288330078,6.67572021484375e-06,0.0017807483673095703,0.014020204544067383,0.0002903166046244801,3.8303920702934264,0.8743972484469413,5.5089381825923915,56.60857592773438,56.492640388488766,-0.3029723619818687,1.6746001086235047,1.4696071976423264,0.7429982240945101,0.7423363766670227,1.4696071976423264,2.2557583693265917,1.52587890625e-05,16.694395780563354,0.6049465781552954,1948.5700742687422,1000.0,226.27248168713635,115000,1.0
120000,0,32.15665525594482,0.001316070556640625,6.67572021484375e-06,0.0010967254638671875,0.025764942169189453,0.0002894664728832377,3.9832342059612276,0.891033556163311,5.286016627788544,56.618587532043456,56.50346336364746,-0.30170058529265226,1.7320692816972731,1.5441294577121734,0.7421899865232408,0.7430383085012436,1.5441294577121734,2.351414767742157,2.1457672119140625e-05,36.689263105392456,0.6914251359390766,2230.0207934081795,928.7,572.7015347887626,120000,1.0
125000,0,36.72800938039278,0.0009655952453613281,5.4836273193359375e-06,0.004467964172363281,0.024483203887939453,0.00028858192987669273,3.71710866522789,0.9501644558906556,5.705229131937027,56.614018722534176,56.493906967163085,-0.3094398192502558,1.6339761580228807,1.443969816327095,0.7429416414946318,0.7436020435094833,1.443969816327095,2.1838635951280594,2.1696090698242188e-05,33.390626430511475,0.7289628140302711,2352.189880917785,1000.0,74.43109814959115,125000,1.0
130000,0,56.91098234234759,0.0008168220520019531,4.76837158203125e-06,0.0019502639770507812,0.020343542098999023,0.0002876631938525974,4.0959107875823975,0.8923311418294907,5.278148738861084,56.72980363464355,56.614402603149415,-0.30426957621239126,1.7746610236167908,1.5708196063041686,0.7420389714064076,0.7438235553503036,1.5708196063041686,2.420742112636566,1.6927719116210938e-05,18.34557580947876,0.5470686885436453,1760.2022976668188,1000.0,413.91890922147564,130000,1.0
135000,0,49.21203676250507,0.0009195804595947266,4.291534423828125e-06,0.0008745193481445312,0.025897741317749023,0.0002867104914953149,4.004178858995438,0.9258224810957909,5.158169667601586,56.82070381164551,56.70328218841553,-0.3048025547210127,1.7402557851076126,1.5153184037208558,0.7394204893708229,0.7413103755712509,1.5153184037208558,2.3658355144262315,0.00014734268188476562,26.871695280075073,0.7486847725402118,2416.376420884598,1000.0,12.556151611057002,135000,1.0
140000,0,36.97822450771171,0.0008389949798583984,5.7220458984375e-06,0.0006754398345947266,0.0239713191986084,0.0002857240578699024,4.260047192335128,0.941681161403656,5.59816140794754,56.771539459228514,56.65149034118652,-0.30359773221984504,1.8355489050149918,1.638377386569977,0.7398212220743299,0.7428343259096145,1.638377386569977,2.5240070425271988,6.151199340820312e-05,49.85865259170532,0.7699979538642777,2485.741710553346,1000.0,22.46235853647344,140000,1.0
145000,0,22.13506449571022,0.0008440017700195312,5.7220458984375e-06,0.0010623931884765625,0.02707529067993164,0.0002847041363640918,3.7790730867385864,0.87241298905015,5.340008356451988,56.764718551635745,56.64702629089356,-0.3034767629150301,1.6542288599014283,1.447965746998787,0.7400210754107683,0.7424769557714462,1.447965746998787,2.224047399163246,1.7404556274414062e-05,64.85280251502991,0.7353558172093422,2372.996372010168,1000.0,40.90445045719872,145000,1.0
150000,0,17.414064932781642,0.0014317035675048828,8.821487426757812e-06,0.007414579391479492,0.034094810485839844,0.0002836509786282538,3.45181769323349,0.9539702688455581,5.22968078482151,56.7081957321167,56.592715393066406,-0.3061655136924237,1.5355308010578155,1.3095515419244765,0.7410034168586135,0.7431518840789795,1.3095515419244765,2.0191863652467728,5.3882598876953125e-05,59.883479833602905,0.6845238240728644,2207.5599749402363,1000.0,238.99620492349757,150000,1.0
155000,0,39.020998567082344,0.0008084774017333984,6.198883056640625e-06,0.0013210773468017578,0.03878450393676758,0.0002825648445133047,3.521397239923477,0.9515186366438866,5.364364977002144,56.72891705322266,56.61150041198731,-0.30501907197386025,1.5603233826160432,1.3733291035294533,0.7422499896995723,0.7425523806810379,1.3733291035294533,2.062070989370346,1.4543533325195312e-05,57.177425384521484,0.8076851189130061,2608.397314174901,1000.0,42.77833450662986,155000,1.0
160000,0,31.583047960690948,0.0009171962738037109,5.4836273193359375e-06,0.007636070251464844,0.03517723083496094,0.0002814460020065796,4.05776639008522,0.9677386826276779,5.299201021671295,56.66688306427002,56.55233296203613,-0.30756780799105765,1.76025821518898,1.5552453325390816,0.7433318524807692,0.7435920989513397,1.5552453325390816,2.397858690857887,1.4781951904296875e-05,26.353071928024292,0.38562445928765465,1234.770380328201,558.4,972.7872494398713,160000,1.0
165000,0,37.491805854218825,0.001184225082397461,6.67572021484375e-06,0.007139444351196289,0.022638797760009766,0.00028029472716572753,3.725641880273819,0.9442061700224876,5.32265026652813,56.663290199279785,56.552471672058104,-0.3107781264074147,1.6349336535930634,1.4242496951818466,0.7412548528518528,0.7430986831188202,1.4242496951818466,2.1904970878362655,3.361701965332031e-05,42.74999785423279,0.7162895293564766,2310.9437596050734,1000.0,73.30724434101933,165000,1.0
170000,0,35.27332066927326,0.0011436939239501953,5.9604644775390625e-06,0.0019483566284179688,0.02679920196533203,0.00027911130405059125,3.6853210532665255,0.9990453108549118,5.285055210351944,56.631588066101074,56.5121118850708,-0.30948824835941197,1.6226881481409072,1.4254770658016205,0.7433916941396892,0.7438065894842147,1.4254770658016205,2.1639882292747497,0.00014162063598632812,41.27829432487488,0.7727378020748059,2494.6587446592343,1000.0,18.395142215539316,170000,1.0
175000,0,24.94637364482581,0.0008759498596191406,5.4836273193359375e-06,0.0007038116455078125,0.025096654891967773,0.0002778960246531132,3.428365193724632,0.8776524021625519,4.843510442316532,56.71508901977539,56.5975184173584,-0.3004984863791615,1.52454474568367,1.3336030638813972,0.7398646464273334,0.7433564242124557,1.3336030638813972,2.0041355305314066,2.3365020751953125e-05,42.19366812705994,0.7313794513921541,2360.0550019469983,1000.0,4.267660637481374,175000,1.0
180000,0,21.544223190933156,0.0008680820465087891,5.245208740234375e-06,0.008201360702514648,0.0359652042388916,0.00027664918882530046,3.6787509112358094,0.924979330599308,4.907304699659347,56.73291690826416,56.621909210205075,-0.30354438281990587,1.617245341539383,1.422080903172493,0.7409589158892631,0.7422313491106033,1.422080903172493,2.1621373597383498,2.1219253540039062e-05,52.983535289764404,0.7316289425527638,2360.8669889686607,1000.0,28.567158877589147,180000,1.0
185000,0,33.77897190576037,0.0011358261108398438,6.198883056640625e-06,0.011345386505126953,0.028177261352539062,0.00027537110420524,3.7494135766029357,0.9797009988427162,5.130694487154484,56.570481300354004,56.45343253326416,-0.30614554615318773,1.6475439912080765,1.4358732472658158,0.7428440178111195,0.7445353541374207,1.4358732472658158,2.204384111762047,1.7404556274414062e-05,41.59735107421875,0.3900450122092322,1249.157389439554,1000.0,479.7694202804503,185000,1.0
190000,0,30.7316151399898,0.0011444091796875,6.198883056640625e-06,0.0012202262878417969,0.03178572654724121,0.0002740620861411837,3.7427451424598694,0.9421751405894756,5.203333264470101,56.71257221984863,56.5966566619873,-0.3083066428564489,1.6426086571216583,1.4253770903348923,0.740855296369642,0.7418736596107482,1.4253770903348923,2.201483302593231,1.4781951904296875e-05,45.064892053604126,0.7239570243722939,2335.898176532278,1000.0,9.241539125513901,190000,1.0
195000,0,29.231080380202307,0.0015294551849365234,8.344650268554688e-06,0.00732874870300293,0.04203510284423828,0.00027272245761375346,3.481279299020767,0.9676251476407051,4.983866545572877,56.70896566009522,56.60135123443604,-0.3062106005698442,1.5464625695943832,1.362136243224144,0.7424282691851258,0.7435057371854782,1.362136243224144,2.03716970205307,2.1219253540039062e-05,44.571900844573975,0.6910100795434213,2228.6699623578666,927.5,576.2139223764617,195000,1.0
200000,0,22.828440603516274,0.0008847713470458984,5.4836273193359375e-06,0.006211042404174805,0.03151297569274902,0.00027135254915623946,3.313795847892761,0.9460537673830987,4.938131888389587,56.817977973937985,56.70254272460937,-0.30327672865241767,1.4833274692296983,1.2863952837586403,0.7406215109750629,0.7421111187934876,1.2863952837586403,1.9326195479631425,2.0265579223632812e-05,58.488242864608765,0.734551636042901,2370.379106257665,1000.0,13.63098031036293,200000,1.0
205000,0,22.201120159590875,0.0014162063598632812,7.62939453125e-06,0.005769491195678711,0.03975081443786621,0.0002699526987730607,3.3342727642059327,0.8688353821635246,4.5626512345671655,56.66743563079834,56.55694853210449,-0.2961220085024834,1.492291200041771,1.304024407505989,0.741703245408833,0.7438960645198822,1.304024407505989,1.944854318857193,1.9311904907226562e-05,25.383876085281372,0.16558334848243011,518.6306751400808,275.4,174.0349272041955,205000,1.0
210000,0,25.089878843571302,0.0013804435729980469,5.7220458984375e-06,0.009206295013427734,0.05172443389892578,0.00026852325185634985,3.2667722663879393,0.9525402081608773,4.749133804053068,56.6308620223999,56.52070542144775,-0.29969960676692425,1.4651896708011627,1.2772635298371315,0.7418665597885847,0.7427737761735916,1.2772635298371315,1.9038194193840028,3.147125244140625e-05,35.43541717529297,0.7086299416912387,2286.0150777220706,925.6,612.0985819563887,210000,1.0
215000,0,39.57788162522897,0.0007371902465820312,3.814697265625e-06,0.0010824203491210938,0.026754140853881836,0.0002670645611007447,3.5500672297477722,1.004708927631378,4.908465752482415,56.745080291748046,56.62791963195801,-0.3076033741123974,1.5717475425004959,1.399934064090252,0.7408144733384252,0.7429516874551773,1.399934064090252,2.0811211309432984,1.52587890625e-05,40.539148807525635,0.7336528084125805,2367.4538067450553,1000.0,16.349833350405007,215000,1.0
220000,0,38.09512045414375,0.0009725093841552734,4.76837158203125e-06,0.0025196075439453125,0.03041362762451172,0.00026557698641636423,3.499815486907959,0.9108520235419273,4.700747306644916,56.655161026000975,56.532578567504885,-0.29942631946504117,1.5544105608463288,1.3637185075283051,0.7401943590119481,0.7431383819580079,1.3637185075283051,2.0491275947093963,1.4543533325195312e-05,43.2644464969635,0.7617926780009168,2459.0370469735662,1000.0,13.808861059188864,220000,1.0
225000,0,41.66671468157473,0.000713348388671875,4.0531158447265625e-06,0.005346059799194336,0.020317554473876953,0.00026406089483999896,3.4163961701393126,0.9143096958994865,4.7974957177639,56.56308712768555,56.44857689666748,-0.3007232904676348,1.5198985036611556,1.326174509048462,0.7429015257470309,0.7422492485046387,1.326174509048462,1.9971851086616517,7.295608520507812e-05,34.19698882102966,0.7734571233992755,2496.999827920249,1000.0,18.505799943150024,225000,1.0
230000,0,42.0624013174666,0.001027822494506836,4.5299530029296875e-06,0.0011997222900390625,0.02332782745361328,0.0002625166604445625,3.608099084377289,0.9414085052013397,4.858606401383877,56.5975862197876,56.476829216003416,-0.30566704316809773,1.593377096414566,1.3863744758367538,0.7415066339597106,0.7421169959306717,1.3863744758367538,2.1166728583574295,8.749961853027344e-05,14.597522258758545,0.2932667061179383,934.1853947100165,404.2,789.9525843294957,230000,1.0
235000,0,15.933346577996561,0.0012116432189941406,5.245208740234375e-06,0.006840705871582031,0.05997443199157715,0.00026094466424678316,3.505346275687218,0.9601257028579712,4.681277881115675,56.55181697082519,56.4439945602417,-0.3024036456644535,1.5551847758293151,1.3657740838527679,0.7425185686945915,0.7423125776052475,1.3657740838527679,2.05304104411602,0.00036835670471191406,23.343713998794556,0.1477120658541221,460.46729364316207,271.5,3.1828091557000113,235000,1.0
240000,0,17.63690017303682,0.0008268356323242188,5.9604644775390625e-06,0.012244224548339844,0.05042695999145508,0.0002593452941132043,3.6390763194561004,0.9655115189552307,4.607187535911798,56.407572441101074,56.29558279418945,-0.30587646496109666,1.6038855466842652,1.409634227335453,0.7433821895979345,0.7426523679494857,1.409634227335453,2.1372593128681183,0.0003151893615722656,68.43151068687439,0.7614930036772747,2458.0617352193212,1000.0,12.589823073798021,240000,1.0
245000,0,35.03286544544301,0.0007214546203613281,4.291534423828125e-06,0.008259296417236328,0.02076244354248047,0.0002577189446644709,3.319458244085312,1.0130949248671532,4.829949981153011,56.43373574066162,56.31920039367676,-0.30586071494966743,1.4861307125091552,1.2977666773796082,0.7414737692289054,0.7425637979507447,1.2977666773796082,1.9365862559080125,1.5735626220703125e-05,13.332973957061768,0.16340668886168036,511.54657902097705,303.2,115.39160180621656,245000,1.0
250000,0,53.059056699094526,0.0007421970367431641,5.245208740234375e-06,0.0009729862213134766,0.013542652130126953,0.00025606601717797676,3.6905221918821334,0.8915345296859741,4.622392850011587,56.40448477172851,56.29167236328125,-0.2974028984121978,1.6227536478042603,1.4085059250593186,0.7406524744518101,0.7435197401046753,1.4085059250593186,2.168018120408058,1.7881393432617188e-05,30.55730652809143,0.7541130906423197,2434.0432746424485,1000.0,26.150168237593466,250000,1.0
255000,0,42.028122571897,0.001397848129272461,8.344650268554688e-06,0.0021982192993164062,0.03142523765563965,0.0002543869194888416,3.605825487613678,0.9882236114740371,4.69385400237143,56.38209986877441,56.27094568634033,-0.3059232257679105,1.591914306163788,1.40193930208683,0.7411902983821929,0.7420135184526443,1.40193930208683,2.1160293802022934,2.0265579223632812e-05,27.081255197525024,0.6429824879828324,2072.360692988922,871.8,762.4749089261809,255000,1.0
260000,0,48.981668543655154,0.0015940666198730469,6.198883056640625e-06,0.0008680820465087891,0.023557186126708984,0.00025268206588929646,3.261091133117676,0.9820125353336334,4.836232142150402,56.356159629821775,56.23431578063965,-0.3089054437093437,1.4634918327331543,1.263087401866913,0.7394789556413889,0.7421567454338074,1.263087401866913,1.9004732456207276,1.4543533325195312e-05,28.73913025856018,0.710479091177812,2292.0332684288774,925.3,644.5910579019661,260000,1.0
265000,0,51.836170027122414,0.0006787776947021484,4.0531158447265625e-06,0.0008540153503417969,0.013793230056762695,0.0002509518770264593,3.395336216926575,1.0087990785241128,4.772719117581844,56.44710233306885,56.33437794494629,-0.3073649465069175,1.5161373707056045,1.3250015445947647,0.7417146841920912,0.7437373710870743,1.3250015445947647,1.9839981952905654,1.4781951904296875e-05,27.173263788223267,0.8010803018243082,2586.901459398435,1000.0,47.50335279020396,265000,1.0
270000,0,33.3889249687099,0.001062631607055664,5.7220458984375e-06,0.006564140319824219,0.018346071243286133,0.0002491967797985418,3.1967837888002397,0.936811840236187,4.54676492190361,56.45661264801026,56.34548083496094,-0.30232171961292625,1.4393324891328811,1.261305010676384,0.7420912475660443,0.7422500941753387,1.261305010676384,1.8598834607601167,1.8596649169921875e-05,53.45986723899841,0.7644432576132038,2467.663549971913,1000.0,49.946222706712824,270000,1.0
275000,0,30.45549079089515,0.0008265972137451172,4.5299530029296875e-06,0.0025293827056884766,0.029074668884277344,0.00024741720724952266,3.6122711100578306,0.9835181539654732,4.453471470683813,56.33462055969238,56.2302815246582,-0.3079167521800846,1.5956805919408799,1.402990006685257,0.7411636713519693,0.7428411120176315,1.402990006685257,2.118708586335182,7.200241088867188e-05,59.67754364013672,0.79821049398114,2577.5614622713883,1000.0,41.3874049717569,275000,1.0
280000,0,22.807079113110575,0.0007846355438232422,4.291534423828125e-06,0.009374618530273438,0.02381134033203125,0.00024561359846229935,3.152534979343414,1.0000664721131325,4.470253316581249,56.34355379486084,56.22837382507324,-0.3060629732627422,1.4229754102230072,1.232248766541481,0.7415408414676785,0.743096697807312,1.232248766541481,1.8320974618196488,1.5735626220703125e-05,67.83731508255005,0.7243930234494288,2337.3171670537263,1000.0,444.2523192423853,280000,1.0
285000,0,34.271661098265845,0.0011284351348876953,5.9604644775390625e-06,0.00592803955078125,0.021145343780517578,0.00024378639845035137,3.1857618606090545,0.9781254161000251,4.483032249867916,56.25658818054199,56.147597396850585,-0.30256853548809887,1.4373800562620163,1.2471554985642432,0.7421401767432689,0.7446018755435944,1.2471554985642432,1.8518899560570716,1.5020370483398438e-05,51.04094409942627,0.758950400933417,2449.7866507465455,1000.0,14.221853910978645,285000,1.0
290000,0,37.88281312518143,0.0007801055908203125,5.245208740234375e-06,0.006551027297973633,0.02098250389099121,0.00024193605804794224,3.2276947729587553,0.9823475875258446,4.600083219259977,56.27661220550537,56.172143013000486,-0.3062871440835297,1.4521665157079697,1.2719327243566514,0.7390965529195964,0.7434348675012589,1.2719327243566514,1.878522232890129,1.33514404296875e-05,51.863890171051025,0.7829660180550374,2527.947213118055,1000.0,20.963296786686282,290000,1.0
295000,0,26.87179632793086,0.0009052753448486328,4.76837158203125e-06,0.003859281539916992,0.022730350494384766,0.00024006303379887843,3.1312504618167876,0.985433129787445,4.67745515948534,56.27158870697021,56.15809574127197,-0.30332621598988774,1.4159852907657624,1.2421612141132354,0.7417674350626766,0.7426868282556534,1.2421612141132354,1.8182283715009688,1.4781951904296875e-05,75.2775628566742,0.7616301199214497,2458.507989950179,1000.0,23.68294229780395,295000,1.0
300000,0,31.842831894074337,0.0007522106170654297,4.291534423828125e-06,0.0024421215057373047,0.01753830909729004,0.0002381677878438687,3.3744204199314116,1.014895988881588,4.377108892083168,56.174148902893066,56.06252083587646,-0.3043998855743557,1.504874235391617,1.330304246544838,0.7429616083279252,0.7427784901857376,1.330304246544838,1.970928385734558,1.71661376953125e-05,52.65439176559448,0.4038710646083925,1294.1552766653404,955.8,592.4574271530557,300000,1.0
305000,0,36.38708822196979,0.0007059574127197266,4.0531158447265625e-06,0.0006120204925537109,0.029192686080932617,0.00023625078780648953,3.4288478548526764,0.9880736997723579,4.4848689040541645,56.26804811859131,56.15751448059082,-0.3070607629939914,1.528140242099762,1.341293891429901,0.7390108043402434,0.7427704886198044,1.341293891429901,2.004199320435524,1.0013580322265625e-05,50.19731831550598,0.6857347310291508,2211.5009591840985,949.8,518.4009393750732,305000,1.0
310000,0,23.1140225443368,0.0011982917785644531,9.775161743164062e-06,0.007478237152099609,0.05158805847167969,0.00023431250667781803,3.303180530548096,1.0027700278162957,4.413766215741634,56.2445797958374,56.13489675140381,-0.3073382710199803,1.4792857204675673,1.3050504134893417,0.7405992776211351,0.7434905135631561,1.3050504134893417,1.9258898668289184,1.239776611328125e-05,48.58734464645386,0.765498174982566,2471.096854826303,1000.0,52.07088326716907,310000,1.0
315000,0,31.38596042668403,0.0009355545043945312,5.245208740234375e-06,0.006531238555908203,0.027324199676513672,0.0002323534226997184,3.1272057836055756,0.9193981843590736,4.482557352110743,56.24615813446045,56.14947411346436,-0.3036329069901258,1.4145578258037568,1.2222914789915085,0.7446576299071312,0.7436009082794189,1.2222914789915085,1.8157975019216537,2.2649765014648438e-05,51.9045250415802,0.3574277565264729,1143.0021724293415,1000.0,412.5058026483052,315000,1.0
320000,0,27.850689635751202,0.0007491111755371094,4.5299530029296875e-06,0.0065479278564453125,0.07745671272277832,0.00023037401924684746,3.119627004146576,0.9619043511152268,4.500544934093952,56.3650975189209,56.26417171478271,-0.3044791274722666,1.4100563750267028,1.2241299401521684,0.7415186486020684,0.742315445780754,1.2241299401521684,1.812125220656395,1.6927719116210938e-05,60.35142111778259,0.8322436273263284,2688.3247555090097,959.0,159.6294512438122,320000,1.0
